Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions
83,52,70,70,62,63,74,72,66,65,73,64,45,91,59,66,37,65,68,69,59,71,39,81,77,41,73,70,58,LM
83,52,70,70,62,63,74,72,66,65,73,64,45,91,59,66,37,65,68,69,59,71,39,81,77,41,73,70,58,RM
63,59,68,81,69,69,43,43,67,39,45,52,42,62,62,56,43,52,61,63,65,69,52,67,67,54,67,69,42,CM
63,59,68,81,69,69,43,43,67,39,45,52,42,62,62,56,43,52,61,63,65,69,52,67,67,54,67,69,42,RM
76,44,78,84,70,65,68,69,70,55,69,34,53,64,65,70,17,60,64,66,70,72,32,68,74,42,46,68,66,LM
76,44,78,84,70,65,68,69,70,55,69,34,53,64,65,70,17,60,64,66,70,72,32,68,74,42,46,68,66,RM
73,73,63,71,65,72,69,63,68,62,55,75,69,77,68,73,65,60,66,70,69,77,70,73,76,71,85,67,59,CB
73,73,63,71,65,72,69,63,68,62,55,75,69,77,68,73,65,60,66,70,69,77,70,73,76,71,85,67,59,RB
74,63,78,82,79,70,74,73,78,64,60,45,64,66,74,67,63,63,68,74,79,75,69,73,86,72,59,76,63,CDM
74,63,78,82,79,70,74,73,78,64,60,45,64,66,74,67,63,63,68,74,79,75,69,73,86,72,59,76,63,RM
74,63,78,82,79,70,74,73,78,64,60,45,64,66,74,67,63,63,68,74,79,75,69,73,86,72,59,76,63,CM
62,63,64,69,61,52,43,48,51,33,47,53,55,56,57,41,48,52,54,54,61,51,52,58,65,58,64,55,42,CM
72,60,75,69,65,64,65,49,64,59,53,60,63,57,59,54,66,53,61,63,64,58,64,75,89,66,68,55,50,LB
71,48,79,71,71,59,61,71,71,51,66,49,31,50,66,61,42,57,63,71,71,68,52,70,64,55,61,63,54,CAM
60,42,74,63,67,60,71,77,66,55,76,63,40,70,65,63,34,75,62,66,65,64,29,77,73,33,74,72,62,CAM
60,42,74,63,67,60,71,77,66,55,76,63,40,70,65,63,34,75,62,66,65,64,29,77,73,33,74,72,62,CM
74,65,73,72,69,67,75,64,68,48,47,56,71,71,65,51,69,53,63,70,68,66,70,75,77,69,61,57,40,LB
63,68,51,64,75,65,52,58,53,68,54,59,22,55,69,63,22,51,74,62,75,65,24,65,65,21,68,75,52,CM
63,68,51,64,75,65,52,58,53,68,54,59,22,55,69,63,22,51,74,62,75,65,24,65,65,21,68,75,52,CAM
61,61,57,59,50,58,34,34,42,31,34,69,57,77,50,33,64,36,34,53,55,50,63,51,62,67,74,50,35,CB
70,79,68,59,63,68,54,45,64,43,48,61,70,67,65,40,67,39,67,63,72,57,65,67,81,69,79,62,42,CM
70,79,68,59,63,68,54,45,64,43,48,61,70,67,65,40,67,39,67,63,72,57,65,67,81,69,79,62,42,CDM
72,63,68,68,67,62,68,69,65,55,48,67,59,60,62,69,41,57,70,71,67,70,46,74,68,52,58,67,64,RW
72,63,68,68,67,62,68,69,65,55,48,67,59,60,62,69,41,57,70,71,67,70,46,74,68,52,58,67,64,LW
89,79,78,73,63,60,49,45,63,68,53,69,28,78,51,60,25,71,69,65,64,78,19,89,76,26,78,55,61,RM
89,79,78,73,63,60,49,45,63,68,53,69,28,78,51,60,25,71,69,65,64,78,19,89,76,26,78,55,61,LM
89,79,78,73,63,60,49,45,63,68,53,69,28,78,51,60,25,71,69,65,64,78,19,89,76,26,78,55,61,ST
63,78,66,60,75,70,83,86,70,57,78,76,76,76,75,79,74,68,72,75,76,83,77,62,79,77,75,73,70,LB
64,86,71,63,75,76,50,62,64,58,59,83,85,85,74,54,75,48,66,84,81,76,74,59,84,82,78,79,52,CM
64,86,71,63,75,76,50,62,64,58,59,83,85,85,74,54,75,48,66,84,81,76,74,59,84,82,78,79,52,CDM
76,49,78,75,70,60,60,64,67,51,61,49,36,64,61,45,30,52,56,62,68,62,35,75,65,38,53,65,50,LM
76,49,78,75,70,60,60,64,67,51,61,49,36,64,61,45,30,52,56,62,68,62,35,75,65,38,53,65,50,CAM
58,43,66,58,56,45,49,30,52,50,31,53,51,73,57,48,48,49,36,51,55,52,53,70,66,56,60,33,31,RB
75,51,68,56,68,61,79,75,72,54,76,66,64,59,70,74,64,68,68,62,72,74,71,79,79,66,70,64,60,RB
66,84,74,72,82,84,60,68,73,54,50,60,76,67,82,66,66,69,64,81,83,74,73,65,83,78,74,75,65,CM
55,72,58,59,60,61,52,37,56,52,34,64,67,68,60,45,62,54,49,64,64,57,62,54,74,64,76,57,42,LB
55,72,58,59,60,61,52,37,56,52,34,64,67,68,60,45,62,54,49,64,64,57,62,54,74,64,76,57,42,CB
55,72,58,59,60,61,52,37,56,52,34,64,67,68,60,45,62,54,49,64,64,57,62,54,74,64,76,57,42,CDM
94,73,89,85,84,78,72,74,86,83,64,53,31,75,71,69,33,71,84,80,77,77,38,92,82,35,72,78,68,LW
94,73,89,85,84,78,72,74,86,83,64,53,31,75,71,69,33,71,84,80,77,77,38,92,82,35,72,78,68,RW
53,68,68,55,75,76,80,63,73,56,57,76,82,75,71,59,78,59,65,75,70,66,77,47,67,80,76,71,43,RB
77,75,63,67,66,64,68,52,58,61,46,70,72,73,69,57,74,58,57,63,72,53,76,86,80,75,72,53,32,RB
77,75,63,67,66,64,68,52,58,61,46,70,72,73,69,57,74,58,57,63,72,53,76,86,80,75,72,53,32,LB
91,51,77,56,47,47,39,41,57,59,34,41,35,63,40,42,38,40,45,52,47,53,35,90,63,40,70,55,42,ST
91,51,77,56,47,47,39,41,57,59,34,41,35,63,40,42,38,40,45,52,47,53,35,90,63,40,70,55,42,RM
91,51,77,56,47,47,39,41,57,59,34,41,35,63,40,42,38,40,45,52,47,53,35,90,63,40,70,55,42,LM
54,70,58,67,60,61,54,62,57,40,55,54,59,62,63,57,62,55,51,57,62,63,60,53,73,63,69,62,48,CDM
68,40,68,70,73,62,49,73,64,35,67,41,53,68,72,31,35,45,45,45,68,72,52,69,70,44,64,74,55,CM
68,40,68,70,73,62,49,73,64,35,67,41,53,68,72,31,35,45,45,45,68,72,52,69,70,44,64,74,55,CAM
57,62,62,69,64,67,60,58,52,54,60,52,56,66,53,50,43,65,63,61,65,61,39,53,50,51,57,62,58,RM
57,62,62,69,64,67,60,58,52,54,60,52,56,66,53,50,43,65,63,61,65,61,39,53,50,51,57,62,58,CDM
57,62,62,69,64,67,60,58,52,54,60,52,56,66,53,50,43,65,63,61,65,61,39,53,50,51,57,62,58,CM
75,40,80,74,71,47,61,60,72,57,49,39,41,64,56,53,34,53,61,61,68,48,40,69,53,41,48,62,54,RM
75,40,80,74,71,47,61,60,72,57,49,39,41,64,56,53,34,53,61,61,68,48,40,69,53,41,48,62,54,CAM
79,32,76,79,68,45,40,49,70,65,33,63,18,65,50,55,22,61,57,59,57,71,16,78,64,21,67,51,54,LM
79,32,76,79,68,45,40,49,70,65,33,63,18,65,50,55,22,61,57,59,57,71,16,78,64,21,67,51,54,ST
42,73,60,46,56,50,50,41,44,45,37,60,57,71,65,48,60,43,39,53,62,63,64,50,72,66,70,55,31,CM
42,73,60,46,56,50,50,41,44,45,37,60,57,71,65,48,60,43,39,53,62,63,64,50,72,66,70,55,31,CDM
68,44,64,70,53,53,41,44,54,43,35,42,22,56,50,38,31,47,42,53,56,51,44,63,50,38,51,54,41,CM
61,68,51,58,51,59,45,35,53,23,35,63,71,80,63,40,66,44,54,62,68,56,64,67,65,64,60,54,32,CM
61,68,51,58,51,59,45,35,53,23,35,63,71,80,63,40,66,44,54,62,68,56,64,67,65,64,60,54,32,CB
61,68,51,58,51,59,45,35,53,23,35,63,71,80,63,40,66,44,54,62,68,56,64,67,65,64,60,54,32,CDM
68,63,69,73,65,67,71,37,63,31,30,57,65,63,56,40,68,44,52,61,66,55,66,75,61,60,68,62,32,RB
61,77,72,75,75,73,75,71,75,71,73,62,60,61,68,77,50,60,68,66,72,78,49,60,65,55,67,73,65,RM
61,77,72,75,75,73,75,71,75,71,73,62,60,61,68,77,50,60,68,66,72,78,49,60,65,55,67,73,65,CM
61,77,72,75,75,73,75,71,75,71,73,62,60,61,68,77,50,60,68,66,72,78,49,60,65,55,67,73,65,LM
91,77,53,60,50,60,58,60,63,40,68,64,74,64,65,60,79,45,55,67,63,74,83,75,64,75,85,46,26,CB
85,60,90,84,80,70,75,66,83,69,61,40,25,38,62,68,12,70,75,75,75,68,12,79,69,12,38,68,67,RW
85,60,90,84,80,70,75,66,83,69,61,40,25,38,62,68,12,70,75,75,75,68,12,79,69,12,38,68,67,LW
70,48,73,68,60,54,60,51,64,52,37,53,58,52,57,63,57,42,58,55,59,58,55,70,67,60,56,53,42,RB
76,44,72,64,60,62,41,46,59,60,49,52,33,68,41,50,25,46,60,56,51,52,30,78,65,34,78,46,45,ST
78,55,81,78,75,73,60,65,78,72,59,61,36,69,58,66,39,69,75,75,69,69,47,77,77,53,65,70,60,RM
78,55,81,78,75,73,60,65,78,72,59,61,36,69,58,66,39,69,75,75,69,69,47,77,77,53,65,70,60,CAM
81,33,74,70,71,63,55,69,78,62,49,72,22,74,64,57,13,61,66,57,66,62,14,85,66,17,63,76,52,RM
81,33,74,70,71,63,55,69,78,62,49,72,22,74,64,57,13,61,66,57,66,62,14,85,66,17,63,76,52,LM
77,63,78,81,55,57,56,59,56,49,45,58,59,73,46,48,64,58,58,62,61,65,65,80,77,67,71,52,55,LB
77,63,78,81,55,57,56,59,56,49,45,58,59,73,46,48,64,58,58,62,61,65,65,80,77,67,71,52,55,RWB
77,63,78,81,55,57,56,59,56,49,45,58,59,73,46,48,64,58,58,62,61,65,65,80,77,67,71,52,55,RB
76,73,86,79,79,74,78,75,77,51,54,60,73,73,68,63,66,48,69,78,75,73,80,78,86,76,65,63,54,RM
76,73,86,79,79,74,78,75,77,51,54,60,73,73,68,63,66,48,69,78,75,73,80,78,86,76,65,63,54,RWB
76,73,86,79,79,74,78,75,77,51,54,60,73,73,68,63,66,48,69,78,75,73,80,78,86,76,65,63,54,RB
78,63,61,70,63,60,64,52,60,51,29,51,62,62,59,57,61,46,51,62,63,59,63,76,69,64,61,52,27,LM
78,63,61,70,63,60,64,52,60,51,29,51,62,62,59,57,61,46,51,62,63,59,63,76,69,64,61,52,27,RB
78,63,61,70,63,60,64,52,60,51,29,51,62,62,59,57,61,46,51,62,63,59,63,76,69,64,61,52,27,LB
66,70,57,64,64,63,54,26,45,39,47,68,70,86,62,31,70,42,39,61,71,57,74,74,84,71,75,51,27,CB
78,34,71,70,54,41,51,49,57,53,39,55,19,48,45,56,18,51,53,54,53,62,21,76,74,25,48,48,63,LW
78,34,71,70,54,41,51,49,57,53,39,55,19,48,45,56,18,51,53,54,53,62,21,76,74,25,48,48,63,RW
75,50,81,82,62,54,50,53,66,53,51,48,51,57,57,54,49,54,75,61,59,58,38,80,73,53,59,63,43,CAM
75,50,81,82,62,54,50,53,66,53,51,48,51,57,57,54,49,54,75,61,59,58,38,80,73,53,59,63,43,CM
65,73,73,72,74,78,76,71,67,45,64,66,77,74,76,53,77,61,62,77,77,54,77,61,76,78,69,75,57,RB
65,73,73,72,74,78,76,71,67,45,64,66,77,74,76,53,77,61,62,77,77,54,77,61,76,78,69,75,57,CB
65,73,73,72,74,78,76,71,67,45,64,66,77,74,76,53,77,61,62,77,77,54,77,61,76,78,69,75,57,CM
65,73,73,72,74,78,76,71,67,45,64,66,77,74,76,53,77,61,62,77,77,54,77,61,76,78,69,75,57,CDM
62,63,45,58,63,71,50,44,58,48,52,73,48,48,58,42,72,59,34,60,50,73,61,69,70,65,79,36,52,CB
66,80,57,67,52,63,45,40,51,36,26,74,64,82,50,40,66,55,37,65,58,63,56,67,70,67,83,50,28,RB
66,80,57,67,52,63,45,40,51,36,26,74,64,82,50,40,66,55,37,65,58,63,56,67,70,67,83,50,28,CB
73,62,75,69,76,72,73,68,79,79,70,68,24,72,62,65,33,75,82,78,76,75,18,77,67,27,63,74,67,LW
73,62,75,69,76,72,73,68,79,79,70,68,24,72,62,65,33,75,82,78,76,75,18,77,67,27,63,74,67,ST
78,52,76,84,77,69,70,79,80,71,73,41,16,72,69,74,20,75,64,65,78,69,14,71,62,30,57,78,62,CAM
62,53,72,75,53,59,56,57,55,44,48,48,46,76,56,55,70,51,34,61,52,54,69,71,74,66,53,49,53,LB
62,53,72,75,53,59,56,57,55,44,48,48,46,76,56,55,70,51,34,61,52,54,69,71,74,66,53,49,53,RB
78,69,73,81,69,61,73,63,66,51,40,52,68,82,55,51,70,41,67,69,63,61,71,76,75,73,59,57,33,RM
78,69,73,81,69,61,73,63,66,51,40,52,68,82,55,51,70,41,67,69,63,61,71,76,75,73,59,57,33,RB
74,51,67,68,69,67,75,72,70,66,53,56,31,51,68,63,37,60,68,68,71,68,32,74,64,42,61,68,58,RW
74,51,67,68,69,67,75,72,70,66,53,56,31,51,68,63,37,60,68,68,71,68,32,74,64,42,61,68,58,LW
61,52,52,72,48,43,55,58,51,27,57,47,54,60,48,36,52,32,47,50,54,51,53,66,49,55,49,51,40,LM
61,52,52,72,48,43,55,58,51,27,57,47,54,60,48,36,52,32,47,50,54,51,53,66,49,55,49,51,40,LB
74,47,60,66,61,52,48,46,60,56,47,41,43,67,52,56,41,49,55,49,50,54,40,71,61,38,60,51,48,LM
74,47,60,66,61,52,48,46,60,56,47,41,43,67,52,56,41,49,55,49,50,54,40,71,61,38,60,51,48,RM
74,47,60,66,61,52,48,46,60,56,47,41,43,67,52,56,41,49,55,49,50,54,40,71,61,38,60,51,48,CAM
77,58,71,68,75,76,74,69,78,68,42,46,20,45,62,72,20,61,76,72,74,75,26,74,81,30,64,66,64,RW
55,43,79,55,57,62,54,46,51,36,30,50,54,56,45,32,48,35,51,55,51,46,53,64,66,54,54,47,33,LB
51,56,41,70,48,55,39,32,43,39,29,58,52,64,46,43,53,37,41,54,52,51,55,47,63,57,63,36,40,CB
78,47,78,78,78,64,68,68,78,52,68,54,54,79,72,62,48,65,57,60,78,55,48,76,65,54,49,60,61,CM
78,47,78,78,78,64,68,68,78,52,68,54,54,79,72,62,48,65,57,60,78,55,48,76,65,54,49,60,61,CAM
77,74,89,90,65,50,71,53,66,41,42,56,65,82,64,44,63,44,53,65,66,50,64,79,76,66,43,62,42,RM
77,74,89,90,65,50,71,53,66,41,42,56,65,82,64,44,63,44,53,65,66,50,64,79,76,66,43,62,42,LB
77,74,89,90,65,50,71,53,66,41,42,56,65,82,64,44,63,44,53,65,66,50,64,79,76,66,43,62,42,RB
62,70,49,65,59,62,34,29,44,30,34,61,69,72,36,30,74,44,33,62,56,43,74,66,61,78,68,37,36,CB
68,72,67,76,63,65,49,61,66,46,52,47,62,62,69,41,57,55,53,59,70,72,58,69,75,63,65,59,53,CM
78,74,77,70,82,75,76,83,85,73,79,71,43,64,72,82,37,75,77,77,82,80,39,74,77,47,59,80,77,LM
78,74,77,70,82,75,76,83,85,73,79,71,43,64,72,82,37,75,77,77,82,80,39,74,77,47,59,80,77,RM
65,45,66,61,53,48,53,45,56,49,46,52,61,42,53,46,54,46,52,42,58,48,54,58,59,56,51,44,45,CM
65,45,66,61,53,48,53,45,56,49,46,52,61,42,53,46,54,46,52,42,58,48,54,58,59,56,51,44,45,CDM
72,74,75,50,82,81,69,67,79,66,57,75,77,72,81,79,66,68,74,76,84,80,69,68,80,77,78,81,69,CM
78,73,74,66,74,61,69,68,75,71,49,80,49,91,64,67,17,61,69,73,72,76,22,87,79,24,78,73,54,ST
78,73,74,66,74,61,69,68,75,71,49,80,49,91,64,67,17,61,69,73,72,76,22,87,79,24,78,73,54,LW
78,73,74,66,74,61,69,68,75,71,49,80,49,91,64,67,17,61,69,73,72,76,22,87,79,24,78,73,54,LM
69,67,59,81,74,65,70,62,72,30,68,55,69,81,70,65,73,43,59,69,74,78,70,71,73,73,65,45,41,LB
74,89,78,92,74,78,55,35,63,31,45,68,86,92,76,59,78,62,58,80,78,65,82,74,84,84,76,72,61,CB
74,89,78,92,74,78,55,35,63,31,45,68,86,92,76,59,78,62,58,80,78,65,82,74,84,84,76,72,61,CDM
62,46,66,85,66,55,74,29,60,31,43,54,59,66,61,45,56,38,42,61,65,57,62,65,72,59,47,47,32,LM
62,46,66,85,66,55,74,29,60,31,43,54,59,66,61,45,56,38,42,61,65,57,62,65,72,59,47,47,32,RB
62,46,66,85,66,55,74,29,60,31,43,54,59,66,61,45,56,38,42,61,65,57,62,65,72,59,47,47,32,LB
69,44,59,73,67,51,52,47,66,49,40,30,28,72,48,46,36,46,60,54,51,49,30,65,49,31,57,59,38,CAM
69,44,59,73,67,51,52,47,66,49,40,30,28,72,48,46,36,46,60,54,51,49,30,65,49,31,57,59,38,LW
86,60,84,66,67,51,65,60,64,62,50,51,31,45,63,67,33,52,66,65,65,60,50,80,83,34,60,55,59,LM
86,60,84,66,67,51,65,60,64,62,50,51,31,45,63,67,33,52,66,65,65,60,50,80,83,34,60,55,59,ST
86,60,84,66,67,51,65,60,64,62,50,51,31,45,63,67,33,52,66,65,65,60,50,80,83,34,60,55,59,RM
89,33,84,85,75,69,70,70,79,72,60,56,35,63,57,60,34,50,76,72,68,70,32,85,73,54,51,70,49,LM
89,33,84,85,75,69,70,70,79,72,60,56,35,63,57,60,34,50,76,72,68,70,32,85,73,54,51,70,49,RM
72,69,65,57,75,71,80,45,60,68,55,80,74,80,73,68,78,59,65,64,74,74,77,75,85,79,80,48,74,RM
72,69,65,57,75,71,80,45,60,68,55,80,74,80,73,68,78,59,65,64,74,74,77,75,85,79,80,48,74,RB
49,77,65,58,56,57,39,39,41,23,38,62,58,69,53,38,69,39,43,53,63,48,63,51,68,71,74,41,23,CM
49,77,65,58,56,57,39,39,41,23,38,62,58,69,53,38,69,39,43,53,63,48,63,51,68,71,74,41,23,CB
49,77,65,58,56,57,39,39,41,23,38,62,58,69,53,38,69,39,43,53,63,48,63,51,68,71,74,41,23,CDM
85,69,85,93,77,67,64,58,80,73,42,32,35,72,65,74,33,70,72,67,74,75,48,82,72,45,55,66,52,RW
85,69,85,93,77,67,64,58,80,73,42,32,35,72,65,74,33,70,72,67,74,75,48,82,72,45,55,66,52,RM
75,70,65,65,68,56,60,49,67,60,50,45,22,57,54,50,22,53,59,53,62,68,40,79,70,44,59,52,48,ST
75,70,65,65,68,56,60,49,67,60,50,45,22,57,54,50,22,53,59,53,62,68,40,79,70,44,59,52,48,RM
75,70,65,65,68,56,60,49,67,60,50,45,22,57,54,50,22,53,59,53,62,68,40,79,70,44,59,52,48,LM
66,68,52,74,62,75,40,44,58,42,39,77,75,84,64,21,72,44,40,70,65,55,74,69,76,74,78,48,41,CB
57,70,60,60,66,64,54,49,54,35,58,64,66,72,76,59,65,51,49,67,75,74,65,69,73,70,77,52,34,CB
74,75,73,71,69,63,60,68,67,46,69,52,67,78,69,69,64,58,60,73,73,77,63,67,77,68,69,64,57,CDM
71,52,62,77,47,44,52,36,53,33,31,38,37,62,56,36,38,48,54,47,57,53,41,65,64,37,49,48,30,RM
69,81,66,66,72,73,68,48,70,40,47,69,75,68,68,59,74,44,50,76,72,68,74,75,75,78,77,58,50,CB
69,81,66,66,72,73,68,48,70,40,47,69,75,68,68,59,74,44,50,76,72,68,74,75,75,78,77,58,50,RB
69,81,66,66,72,73,68,48,70,40,47,69,75,68,68,59,74,44,50,76,72,68,74,75,75,78,77,58,50,LB
72,60,58,63,66,59,60,53,64,45,44,67,62,62,59,48,61,41,52,57,63,56,64,76,72,65,71,49,47,RM
72,60,58,63,66,59,60,53,64,45,44,67,62,62,59,48,61,41,52,57,63,56,64,76,72,65,71,49,47,RB
78,49,80,90,76,74,74,73,78,72,75,39,37,52,65,78,33,64,73,75,73,69,32,77,85,40,60,78,72,LW
78,49,80,90,76,74,74,73,78,72,75,39,37,52,65,78,33,64,73,75,73,69,32,77,85,40,60,78,72,CAM
78,49,80,90,76,74,74,73,78,72,75,39,37,52,65,78,33,64,73,75,73,69,32,77,85,40,60,78,72,RM
78,49,80,90,76,74,74,73,78,72,75,39,37,52,65,78,33,64,73,75,73,69,32,77,85,40,60,78,72,LM
52,61,53,51,55,52,28,44,52,39,29,62,57,59,56,30,59,40,46,59,62,53,61,53,60,64,69,55,32,CB
77,57,82,79,80,79,66,76,76,77,73,76,59,80,68,75,25,84,81,76,75,77,24,83,76,55,73,71,74,ST
70,40,64,53,58,64,53,58,66,60,47,58,29,61,58,60,24,44,71,69,59,68,35,74,69,30,74,65,42,ST
70,40,64,53,58,64,53,58,66,60,47,58,29,61,58,60,24,44,71,69,59,68,35,74,69,30,74,65,42,LM
70,40,64,53,58,64,53,58,66,60,47,58,29,61,58,60,24,44,71,69,59,68,35,74,69,30,74,65,42,RM
73,65,69,73,69,60,49,40,65,27,32,50,68,55,45,32,59,44,48,66,63,35,65,72,62,66,66,45,30,RB
72,65,78,75,70,60,66,50,71,66,67,52,57,76,68,72,62,56,68,59,72,70,50,72,81,59,68,67,48,CAM
72,65,78,75,70,60,66,50,71,66,67,52,57,76,68,72,62,56,68,59,72,70,50,72,81,59,68,67,48,LM
72,65,78,75,70,60,66,50,71,66,67,52,57,76,68,72,62,56,68,59,72,70,50,72,81,59,68,67,48,CM
62,36,67,59,77,67,39,65,70,71,56,68,13,74,50,63,14,69,65,67,63,74,22,62,65,17,76,62,64,ST
83,68,76,74,76,62,72,69,76,67,31,61,37,51,62,62,25,72,71,71,68,77,36,88,67,46,69,68,62,ST
83,68,76,74,76,62,72,69,76,67,31,61,37,51,62,62,25,72,71,71,68,77,36,88,67,46,69,68,62,CAM
83,68,76,74,76,62,72,69,76,67,31,61,37,51,62,62,25,72,71,71,68,77,36,88,67,46,69,68,62,LM
75,76,74,72,72,72,67,69,71,65,64,56,59,71,71,66,50,48,69,68,73,69,59,75,84,61,62,74,57,CM
75,73,68,65,58,45,44,28,51,31,28,54,63,77,56,24,65,39,35,67,60,41,68,83,59,75,76,55,17,CDM
75,73,68,65,58,45,44,28,51,31,28,54,63,77,56,24,65,39,35,67,60,41,68,83,59,75,76,55,17,CB
69,69,74,65,76,67,70,73,74,63,69,57,60,38,76,79,49,61,68,72,80,73,51,73,85,54,73,77,60,CDM
69,69,74,65,76,67,70,73,74,63,69,57,60,38,76,79,49,61,68,72,80,73,51,73,85,54,73,77,60,CM
77,31,84,72,70,52,42,57,70,63,39,62,35,75,53,58,23,61,70,62,70,65,16,73,62,23,64,65,62,ST
76,72,62,47,75,84,68,72,77,89,66,87,27,71,68,75,27,82,87,85,71,88,30,89,80,30,93,73,76,ST
76,62,85,81,81,65,65,83,75,84,81,62,33,72,49,77,15,70,77,73,68,80,24,75,65,25,68,56,74,ST
71,79,64,65,69,68,73,45,61,45,46,68,70,64,69,52,76,51,51,72,70,55,71,73,81,77,62,70,41,LB
82,48,85,79,80,68,68,57,80,66,48,44,26,53,60,66,28,61,74,70,74,76,34,81,76,34,55,66,58,CF
82,48,85,79,80,68,68,57,80,66,48,44,26,53,60,66,28,61,74,70,74,76,34,81,76,34,55,66,58,RM
81,70,75,75,56,58,77,63,55,42,27,35,62,64,60,49,53,40,59,62,62,40,58,85,78,60,63,50,23,LWB
81,70,75,75,56,58,77,63,55,42,27,35,62,64,60,49,53,40,59,62,62,40,58,85,78,60,63,50,23,LB
66,70,57,62,53,57,53,49,49,32,31,64,51,66,56,37,56,40,52,53,58,58,59,69,64,54,77,38,45,RB
66,70,57,62,53,57,53,49,49,32,31,64,51,66,56,37,56,40,52,53,58,58,59,69,64,54,77,38,45,CB
66,70,57,62,53,57,53,49,49,32,31,64,51,66,56,37,56,40,52,53,58,58,59,69,64,54,77,38,45,LB
77,79,68,67,78,70,82,70,72,40,55,65,77,71,70,45,71,50,65,72,75,70,75,77,90,76,75,62,55,RB
93,68,85,85,71,69,64,57,72,52,35,55,85,81,64,56,66,45,60,74,72,64,71,92,85,69,49,54,35,RM
93,68,85,85,71,69,64,57,72,52,35,55,85,81,64,56,66,45,60,74,72,64,71,92,85,69,49,54,35,RB
70,53,66,58,64,57,62,54,65,57,56,58,64,54,64,53,54,57,60,61,66,56,55,70,75,54,70,62,45,CDM
70,53,66,58,64,57,62,54,65,57,56,58,64,54,64,53,54,57,60,61,66,56,55,70,75,54,70,62,45,RB
70,53,66,58,64,57,62,54,65,57,56,58,64,54,64,53,54,57,60,61,66,56,55,70,75,54,70,62,45,CM
78,69,79,79,75,61,71,71,77,69,62,57,37,74,67,71,33,63,73,73,70,73,42,79,67,40,58,67,61,LM
78,69,79,79,75,61,71,71,77,69,62,57,37,74,67,71,33,63,73,73,70,73,42,79,67,40,58,67,61,RM
75,81,66,72,65,74,66,42,60,30,34,69,72,74,58,41,82,46,50,75,71,60,86,79,78,81,78,47,36,RB
66,66,74,62,68,63,35,56,57,48,61,36,65,53,68,60,37,38,48,59,65,61,46,64,74,52,58,57,42,CM
54,54,78,76,77,64,71,75,67,57,78,39,58,58,69,75,25,76,65,56,72,76,22,59,74,30,67,80,55,CDM
54,54,78,76,77,64,71,75,67,57,78,39,58,58,69,75,25,76,65,56,72,76,22,59,74,30,67,80,55,LM
54,54,78,76,77,64,71,75,67,57,78,39,58,58,69,75,25,76,65,56,72,76,22,59,74,30,67,80,55,CM
54,54,78,76,77,64,71,75,67,57,78,39,58,58,69,75,25,76,65,56,72,76,22,59,74,30,67,80,55,CAM
79,40,82,78,78,76,68,62,80,71,42,61,33,72,67,70,31,71,74,73,70,75,32,76,70,40,64,66,66,LM
79,40,82,78,78,76,68,62,80,71,42,61,33,72,67,70,31,71,74,73,70,75,32,76,70,40,64,66,66,RW
79,40,82,78,78,76,68,62,80,71,42,61,33,72,67,70,31,71,74,73,70,75,32,76,70,40,64,66,66,RM
79,45,71,76,59,54,41,41,68,62,23,56,12,65,43,49,20,41,51,62,47,56,16,81,48,18,60,53,47,ST
70,86,73,74,66,56,63,64,68,70,38,60,21,83,53,67,15,50,65,66,64,68,26,71,66,18,75,52,60,ST
72,81,70,59,49,64,35,37,47,31,24,64,68,67,40,28,60,44,30,64,47,63,60,66,62,65,77,46,42,CDM
72,81,70,59,49,64,35,37,47,31,24,64,68,67,40,28,60,44,30,64,47,63,60,66,62,65,77,46,42,CB
64,76,65,71,71,77,68,57,66,65,57,61,71,67,71,73,66,61,77,69,73,71,68,60,76,68,66,73,64,CM
73,64,77,77,62,67,66,68,65,61,70,42,38,84,57,60,14,52,64,62,64,61,24,69,71,30,68,70,45,LM
73,64,77,77,62,67,66,68,65,61,70,42,38,84,57,60,14,52,64,62,64,61,24,69,71,30,68,70,45,CM
73,64,77,77,62,67,66,68,65,61,70,42,38,84,57,60,14,52,64,62,64,61,24,69,71,30,68,70,45,RM
73,64,77,77,62,67,66,68,65,61,70,42,38,84,57,60,14,52,64,62,64,61,24,69,71,30,68,70,45,CAM
74,45,80,65,57,59,38,51,64,62,37,46,41,53,54,55,30,45,55,62,58,48,35,73,64,31,76,51,50,LM
80,71,61,59,55,58,51,58,48,59,30,42,54,56,46,43,58,56,60,50,56,62,58,69,79,63,76,47,43,LB
81,44,79,71,68,69,67,50,74,67,44,60,35,54,61,65,31,56,77,72,77,63,29,80,56,28,63,69,55,ST
81,44,79,71,68,69,67,50,74,67,44,60,35,54,61,65,31,56,77,72,77,63,29,80,56,28,63,69,55,RM
69,72,70,64,71,71,64,68,68,69,74,48,63,73,71,72,43,76,69,66,72,76,60,66,77,64,77,71,64,CDM
69,72,70,64,71,71,64,68,68,69,74,48,63,73,71,72,43,76,69,66,72,76,60,66,77,64,77,71,64,CM
83,60,87,91,65,65,38,44,68,43,47,34,49,63,52,47,43,48,56,59,62,51,48,80,72,52,65,67,38,CAM
