Name,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions
W. Zaha,81,89,68,89,79,86,76,79,54,88,74,51,15,10,15,11,10,43,23,50,65,62,36,66,74,73,72,75,34,90,78,32,73,74,59,LM
G. Sara,74,41,23,30,53,17,26,14,24,20,15,21,74,70,75,69,77,23,24,72,23,17,13,30,15,77,29,23,16,44,30,12,70,46,19,GK 
K. Mukuhara,63,77,50,78,81,58,33,59,33,46,23,31,11,10,9,10,14,43,60,55,42,24,63,34,42,53,54,20,62,75,74,64,65,31,27,RB 
M. Place,56,72,43,64,60,57,57,50,53,57,52,44,8,8,13,10,11,46,28,58,48,43,36,46,48,42,56,48,40,71,59,44,46,55,44,CAM
S. Hutchinson,73,64,92,61,63,67,70,68,49,62,51,56,10,7,12,11,10,66,76,75,71,53,69,55,48,70,73,57,75,67,68,71,74,56,40,CDM
S. Żurkowski,65,68,55,57,63+2,66+2,72,50+8,45,63,48,39,10,6,11,13,6,43,64+4,60,62+1,55,63+4,41,60,61+1,67,63+1,60+1,71+5,69+1,62+2,74+2,64+1,35,CM 
D. Samuel,66,78,57,63,60,66,62,47,62,65,67,37,15,7,16,15,6,65,26,73,40,59,30,64,65,55,60,63,23,80,68,26,71,51,57,RM
Marlinho,62,82+3,48,90,91,63,68,57,50,64,42,44,13,9,9,7,9,40,23,88,57,41,42,45,56,58,55,52,51,75+3,56,41,33,58,45,LM
G. Prömel,67,65,72,67,64,64,64,57,43,61,45,41,8,14,7,10,6,56,65,61,65,50,59,46,57,66,70,59,67,64,74,68,66,64,39,CDM
Ricardo Lopes,71,80,50,77,68,72,61,70,64,69,73,66,6,15,15,10,6,55,33,60,62,70,31,68,67,62,69,71,25,79,68,32,78,67,65,RM
Pité,66,62,70,58,52,71,63,59,56,69,33,41,9,14,6,5,12,64,60,63,56,41,62,54,66,69,68,63,64,58,73,67,72,66,45,LB 
S. Berahino,76,82,47,73,71,77,70,51,63,76,80,61,7,11,14,10,15,67,33,62,55,68,20,73,79,71,62,81,23,77,64,18,64,54,68,ST 
O. Haughton,53,85,29,64,76,50,44,48,41,56,43,38,7,14,12,8,7,31,44,40,39,30,25,46,42,43,41,49,21,83,50,23,38,43,44,RM 
G. Grozav,70,79,52,68,54,73,62,57,65,72,69,62,10,11,10,14,8,67,43,70,59,64,24,61,67,66,70,70,25,77,73,27,71,68,66,LW
R. de la Rosa,58,59,32,54,70,57,53,40,40,57,65,39,13,8,13,5,8,63,11,67,35,54,19,72,53,51,49,52,13,60,55,14,52,46,39,ST 
Igor Rossi,67,51,65,34,43,60,61,39,43,51,22,32,16,13,15,15,9,72,63,58,56,26,66,39,34,60,62,43,64,61,71,66,76,47,27,CB
M. O'Hara,61,65,54,60,64,62,65,55,48,62,53,43,14,10,10,15,7,63,50,63,61,43,47,31,55,62,64,57,49,71,76,50,75,57,24,RB
T. Sainsbury,74,73,64,67,60,62,70,61,62,58,46,31,13,12,11,14,6,74,76,77,68,43,78,65,56,70,74,61,74,74,68,73,75,69,33,CB 
S. Vega,66,65,60,64,68,61,45,55,26,63,22,26,8,16,11,14,9,58,62,76,30,17,69,38,52,53,64,34,67,72,77,69,70,45,24,LB
Angulo,70,80,49,74,66,69,65,59,68,68,75,44,12,8,11,8,8,62,42,63,54,57,35,71,73,70,65,60,20,82,68,29,67,60,60,ST 
M. Candelo,72,30,52,70,73,77,82,76,76,68,60,75,13,6,16,7,10,50,56,54,77,73,37,60,68,71,80,67,36,35,27,38,40,82,64,CAM 
D. Cvetinović,71,63,82,63,61,59,65,58,58,53,41,41,14,16,11,13,13,66,65,75,55,46,71,53,34,64,63,60,68,66,77,70,80,31,37,CB 
E. Mosquera,68,70,60,58,57,58,54,71,59,57,36,34,10,6,12,15,13,69,65,74,55,47,68,49,49,60,56,59,68,72,78,67,75,51,34,LB 
M. Dimun,58,54,61,56,65,61,51,34,31,43,31,43,7,6,12,8,9,46,55,54,57,38,41,50,45,52,61,46,57,62,60,64,73,43,45,CDM 
D. Mohamed,66,78,66,72,65,63,63,65,49,61,55,52,14,10,13,14,11,57,67,55,63,54,60,46,62,65,65,59,62,75,72,63,65,65,51,LM
M. Merkulov,64,75,56,72,82,64,58,58,43,65,32,36,10,14,12,10,10,52,57,77,44,30,65,43,54,60,59,29,68,66,64,64,57,40,35,LB
N. Klotz,68,86,55,83,83,67,61,66,54,69,58,51,10,16,8,16,16,38,63,70,57,55,64,62,54,67,63,59,59,84,81,64,69,56,55,RB
A. Hutchinson,80,68,69,67,62,80,82,70,67,74,63,64,8,12,9,6,16,75,80,60,76,61,75,76,64,83,85,73,73,69,92,80,79,66,63,CM
T. Ivanof,57,76,47,70,80,64,53,58,52,62,48,59,10,10,14,7,5,40,28,54,51,36,36,44,38,57,57,50,39,63,46,28,39,54,47,RW
M. Al Nakhli,64,77,67,75,84,67,65,62,48,67,50,47,15,11,7,11,8,56,58,72,50,65,57,45,57,59,55,64,61,78,81,59,73,55,48,LB
J. Taylor,64,64,66,61,68,53,51,51,52,51,26,32,6,8,16,8,6,58,63,71,58,26,62,31,39,60,59,44,62,68,53,65,71,49,18,CB
C. Martina,71,69,71,70,60,61,71,71,60,62,45,45,13,14,14,14,12,65,70,85,60,60,68,51,53,72,62,61,69,72,82,72,73,59,44,RB
A. Nemane,60,79,42,77,74,58,50,50,41,66,54,29,14,14,14,15,6,35,14,48,39,41,14,59,57,54,47,50,12,82,62,19,33,55,34,RM
D. Damjanović,75,69,70,70,63,71,62,61,63,67,79,66,6,14,10,15,14,78,35,77,54,71,20,72,76,75,67,77,23,65,68,21,82,72,74,ST 
L. Schwechlen,65,61,70,56,60,50,46,49,25,45,16,35,8,9,16,6,10,70,65,71,44,14,61,29,39,65,55,18,63,52,71,63,74,36,17,CB 
M. McGlinchey,66,73,41,80,86,68,68,63,70,67,63,73,9,11,11,6,13,45,43,66,51,68,45,62,61,65,65,70,41,67,78,52,56,65,68,LW
Song Jin Hyung,68,75,67,78,79,67,63,65,64,66,62,71,14,14,7,8,13,56,52,38,63,59,62,67,64,64,68,63,63,79,66,64,52,73,58,CM
M. Acosta,65,66,61,71,63,65,44,72,46,68,41,70,6,14,11,11,16,59,63,62,42,67,58,42,54,65,53,65,60,64,78,62,70,46,37,LB
Diogo Viana,70,84,69,78,82,72,67,70,69,74,57,70,15,15,11,9,15,44,35,44,59,64,19,53,63,62,60,73,23,82,71,20,53,64,53,RM
N. Dicko,69,90,52,76,80,70,62,60,55,71,66,51,13,16,11,15,7,50,19,61,51,54,29,69,66,67,59,75,36,90,69,38,77,60,65,ST 
A. Rodríguez,65,83,64,83,70,61,52,74,39,64,68,34,13,15,14,12,13,56,11,66,54,68,29,59,59,54,67,65,39,86,71,38,56,58,45,ST
Kim Dong Jin,65,63,52,59,69,59,69,32,26,34,21,34,13,7,13,7,7,55,64,74,35,25,69,26,47,57,56,21,64,68,66,67,74,31,25,CDM
Paulao,64,55,73,44,34,39,56,29,28,41,21,27,14,12,5,15,13,62,56,61,44,21,59,30,33,63,53,35,57,34,70,66,90,37,27,CB 
A. Fulgini,68,68,63,72,63,69,64,66,60,70,45,64,12,6,11,15,14,65,66,59,73,50,64,50,56,64,71,53,65,72,74,71,68,65,46,CDM
C. McLennan,52,54,33,57,74,51,47,31,39,53,51,32,6,15,7,8,5,49,19,65,33,53,18,62,51,50,47,45,17,55,54,19,62,44,42,ST 
S. Takahashi,57,72,46,70,81,57,33,50,30,55,35,29,14,12,8,9,10,45,50,69,45,28,48,33,42,51,55,37,56,73,63,57,56,44,28,RB
P. Schmieder,52,55,52,64,62,43,46,46,22,34,22,30,11,9,11,6,9,49,55,65,42,25,46,31,32,44,49,39,51,55,43,52,56,34,30,CDM
J. Musa,61,66,72,49,65,55,55,31,29,55,32,34,10,15,15,15,8,59,58,61,63,34,54,40,37,56,59,45,59,54,76,61,73,49,26,CDM
P. Tau,76,79,43,75,88,77,74,75,68,76,82,45,6,13,13,15,11,49,29,45,53,67,26,65,77,70,72,67,25,77,67,35,41,75,68,RW
A. Nordin,66,81,31,71,79,62,58,62,60,70,70,42,14,6,13,10,13,46,28,62,58,66,28,55,62,48,60,68,26,76,57,32,56,64,51,LW 
Ruca,65,64,76,57,48,68,60,73,74,64,55,71,12,11,14,5,5,62,65,34,67,69,66,67,66,69,68,80,63,54,49,67,82,59,51,LB
F. Kippe,66,29,76,46,32,55,75,33,53,24,46,63,14,9,10,6,11,72,66,50,55,61,62,62,31,67,56,71,55,27,32,60,93,49,43,CB 
D. Lainez,68,69,50,65,93,71,59,58,62,74,57,56,14,13,14,7,9,50,29,52,70,56,45,66,55,64,76,55,51,68,68,54,57,57,57,LM
V. Parigini,68,76,42,77,70,75,73,60,61,75,69,47,12,11,6,10,6,58,19,78,38,60,13,54,66,62,64,65,11,78,67,15,54,34,65,LW
M. Gómez,82,68,72,63,53,75,85,62,68,74,84,36,8,8,9,7,14,83,20,76,50,78,20,74,84,81,69,82,20,75,69,24,86,62,78,ST 
Z. Al Sahafi,63,38,77,37,48,53,47,29,22,42,23,23,12,11,7,8,11,57,58,67,47,66,58,40,28,53,57,68,55,47,70,63,88,40,42,CB
E. Soligo,64,66,75,68,70,62,70,60,57,58,41,50,5,11,41,7,21,61,59,65,66,56,49,54,53,69,68,63,58,65,73,61,67,65,52,LM
J. Donacien,62,79,70,62,61,52,59,55,24,48,23,24,13,12,6,16,14,62,61,72,42,35,59,46,42,49,55,50,62,80,68,63,75,43,37,LB
R. Weir,63,50,73,74,79,64,59,58,44,55,55,57,6,13,10,7,6,47,66,83,62,58,50,61,58,62,66,63,55,66,73,58,63,54,53,CM
A. Al Najjar,59,79,32,66,81,59,49,49,45,63,55,36,9,6,14,8,8,42,22,51,47,47,22,51,52,46,53,56,23,80,56,27,26,50,38,RW
S. Diarra,68,76,58,74,73,67,68,67,66,65,62,52,11,6,9,13,9,55,49,62,63,60,37,51,63,65,69,63,38,76,65,43,67,68,60,LM
C. Rodríguez,72,53,21,62,56,12,42,19,16,14,16,20,70,70,71,70,76,12,14,68,13,16,19,18,13,69,12,24,19,52,25,20,70,49,16,GK 
N. Malić,63,32,68,34,33,42,67,20,58,18,11,64,16,13,12,15,13,66,59,48,35,16,63,32,27,46,45,67,62,33,71,64,91,26,13,CB 
M. Moric,50,69,31,62,72,49,43,28,39,51,55,29,9,6,6,7,12,41,15,54,33,42,10,61,41,45,45,50,18,62,55,15,45,53,38,ST 
F. Bećiraj,71,70,74,77,61,66,70,53,49,70,68,32,10,14,15,15,13,68,27,66,46,69,20,71,70,65,55,79,22,83,67,23,82,68,69,ST 
Fernández,70,88,72,84,77,64,65,68,59,59,35,37,13,13,8,12,12,52,71,77,55,31,58,47,55,62,62,60,67,90,90,62,46,43,25,RB 
K. Steppe,68,43,26,53,60,33,46,13,15,20,14,14,68,65,63,66,69,19,16,66,37,16,11,37,11,66,35,44,11,45,31,18,53,46,11,GK 
F. Angiulli,63,67,48,59,74,65,45,58,47,63,52,41,12,14,11,9,6,47,66,60,64,45,40,52,55,62,68,54,48,65,72,58,48,54,37,CM
Y. Marillat,66,50,33,45,43,17,35,11,17,16,7,15,65,65,68,67,68,22,6,64,40,8,10,16,2,51,41,29,18,51,23,15,46,45,6,GK 
T. Soares,62,59,63,62,66,62,61,57,62,58,59,60,9,6,10,6,9,66,56,67,58,61,56,52,58,56,62,66,57,58,70,63,72,62,53,CM
F. Al Hajeri,61,62,61,39,56,45,38,28,24,25,24,29,8,9,13,12,15,60,58,75,26,16,58,35,23,63,51,30,62,62,60,64,57,29,28,CB 
N. Konstandopoulos,54,62,53,64,67,55,46,39,34,53,31,32,11,13,11,11,14,45,47,43,54,35,38,43,50,49,63,42,47,62,57,39,46,52,33,CM 
V. Belec,73,53,25,55,31,21,40,11,11,13,10,13,73,74,60,73,74,13,21,75,28,16,14,23,11,67,24,23,11,43,20,10,59,23,10,GK 
L. Mareček,73,71,68,71,72,73,69,68,69,68,48,71,8,9,11,14,9,54,73,72,71,63,70,55,56,67,77,67,67,72,82,73,65,69,54,CB
M. Grösch,62,61,50,59,56,42,54,21,20,22,18,24,8,14,8,9,8,56,63,71,47,17,61,32,38,54,53,35,64,57,63,63,75,36,24,CB
D. Crowley,66,76,53,74,74,68,69,67,68,73,55,58,15,9,7,13,9,39,38,48,58,56,35,51,56,56,68,58,39,68,57,42,57,63,59,CAM
S. Cristóforo,76,70,80,76,85,69,69,52,59,63,40,35,9,14,12,14,15,57,80,72,78,68,70,59,60,72,76,71,78,60,76,80,66,70,36,CDM
A. Bell,66,86,63,64,71,60,45,62,33,73,33,45,6,9,14,13,12,46,57,72,53,49,61,51,41,55,57,52,64,80,76,66,64,44,45,LB
J. Barišić,64,63,57,54,59,63,69,51,48,58,67,33,7,10,7,14,12,67,31,73,51,61,19,66,64,58,57,64,22,43,78,32,74,48,59,ST 
M. Smith,66,80,57,75,81,61,65,60,55,59,38,43,13,9,16,7,14,55,60,77,56,36,63,39,53,61,59,42,66,82,76,65,75,57,35,RWB
F. Mussa,62,84,45,76,85,60,57,58,45,70,54,47,10,11,7,10,12,47,25,56,49,46,31,57,58,52,56,66,34,82,60,32,66,53,57,RW
W. de la Rosa,60,89,30,91,90,63,47,34,33,65,59,26,7,14,9,10,6,51,19,82,34,54,16,58,57,59,43,65,13,82,68,16,37,43,48,ST 
C. McGeehan,63,67,55,70,70,60,46,45,44,57,62,52,7,12,8,13,11,55,50,61,64,54,34,64,69,59,60,61,53,67,72,60,70,66,46,CAM
W. Benítez,71,45,19,36,40,14,28,12,19,15,14,17,71,69,65,70,74,13,21,57,27,14,19,25,18,67,26,25,17,48,42,20,80,46,13,GK 
A. Barada,66,64,59,70,75,65,55,42,34,48,53,38,10,6,14,9,13,44,57,67,66,66,65,40,46,75,69,63,59,65,87,62,62,65,35,RB
T. Gorschlüter,62,63,64,72,71,65,63,58,60,62,41,63,14,13,10,11,6,41,53,52,61,58,54,59,57,66,65,46,56,56,53,64,61,65,49,CDM 
A. Rawls,56,38,19,33,42,16,24,14,14,17,15,12,58,56,67,53,58,13,13,60,21,15,19,15,15,41,29,24,15,37,45,16,63,29,18,GK 
T. Pukki,71,80,53,82,72,72,66,43,53,71,70,40,13,8,8,9,7,60,27,75,35,64,15,60,75,70,69,70,16,80,78,21,65,42,63,ST 
C. Bieber,64,48,76,39,34,54,55,23,30,52,66,24,6,7,10,9,7,68,15,65,28,52,15,48,68,63,58,70,12,64,62,15,89,55,43,ST 
M. Izco,76,69,72,69,68,78,77,70,68,78,54,50,5,14,15,10,8,60,75,55,74,70,68,60,61,76,80,82,68,74,77,74,72,77,60,CM
I. Sarr,71,60,56,48,65,71,69,65,62,67,55,62,8,15,12,14,7,83,72,70,77,55,69,42,56,61,71,51,67,61,80,73,67,60,49,CDM
A. Piller,58,73,33,78,78,58,53,55,51,63,39,35,7,7,9,8,11,37,15,62,49,37,23,41,44,49,48,54,36,80,64,30,54,56,44,RM
M. Cortés,59,74+2,55,63+3,70,59,52,45+9,33,63,52,35,9,12,9,10,12,42,42,60,56,33,31,36,58+2,52+7,61+2,56,39,76+1,59,34,57,53,34,CAM
N. Bandiera,65,75,25,80,82,66,50,34,31,67,64,27,9,11,11,11,5,57,17,61,49,79,18,61,73,68,60,51,17,76,61,17,40,51,38,ST
A. Florenzi,82,86,79,87,84,84,79,77,73,79,76,79,9,8,10,11,10,70,77,74,75,82,73,76,82,79,82,82,78,84,90,79,68,75,87,CM
Arrizabalaga,80,34,18,41,39,16,26,25,25,10,11,19,78,81,75,76,83,17,21,71,36,14,19,24,15,74,32,25,16,33,37,18,51,55,18,GK 
R. Kolo-Muani,63,70,30,68,52,65,60,32,49,59,65,48,7,14,15,8,5,67,17,69,51,62,26,60,62,51,53,59,27,70,40,18,64,52,52,ST
P. Lezceno,66,43,59,44,42,55,58,54,72,51,45,73,11,9,7,11,13,74,66,81,62,46,73,57,39,71,66,71,57,57,44,50,82,51,56,RB
M. Domizzi,71,34,72,34,55,50,67,35,44,40,35,65,8,9,12,6,10,76,75,71,55,61,71,67,33,62,50,77,70,40,43,73,75,42,45,CB 
C. Grossmüller,71,47,80,68,58,73,72,67,73,73,53,70,11,12,13,15,8,59,56,65,69,67,43,67,66,66,74,75,65,62,61,65,78,77,61,CAM
A. Jacobson,66,53,68,56,49,69,62,49,65,60,52,66,7,12,12,8,16,66,67,74+7,66,60,61,58,58,64,69,73,53,58,61,60,81,59,55,CB
C. Dawson,75,62,71,62,50,67,68,66,45,55,49,24,7,8,7,7,5,81,74,83,60,14,75,66,56,69,65,57,74,67,78,78,77,51,20,CB
C. Kammlott,65,83,31,70,69,68,63,31,55,70,68,35,6,12,12,10,9,54,23,63,42,62,17,60,55,50,62,68,20,78,64,20,60,57,63,LW
P. Utaka,72,76,80,71,62,70,70,59,57,70,72,52,7,11,13,14,9,68,37,82,46,61,27,68,71,72,64,73,32,81,74,29,78+2,73,69,ST 
Cesc Fàbregas,86,65,45,65,77,86,92,85,77,80,76,81,6,10,8,15,15,74,50,68,90,75,60,80,78,81,91,77,62,62,80,63,64,91,81,CAM
S. Svendsen,67,76,52,75,84,67,66,59,65,68,67,55,6,11,6,10,12,64,31,86,54,65,30,59,65,64,65,65,32,70,67,34,52,62,64,LM
E. Hernández,77,71,39,77,76,81,74,80,70,78,71,67,10,8,9,14,9,49,42,70,75,73,60,70,70,70,76,72,52,77,77,45,55,78,70,RM 
R. Rabia,68,48,65,61,64,55,60,43,36,54,39,34,14,9,13,8,11,70,65,76,64,65,64,43,45,63,68,70,63,53,58,65,83,53,55,CDM
H. Van Der Bruggen,71,57,68,69,67,72,73,67,65,64,54,63,13,14,14,16,8,58,70,66,70,67,59,58,69,69,72,73,63,53,83,65,60,71,62,CDM
S. Doukara,68,62,45,39,48,68,69,58,65,69,69,49,8,16,11,13,6,55,20,39,52,60,22,61,62,67,62,75,20,70,70,23,85,62,61,LM
A. D'Angelo,66,60,69,60,71,64,67,58,38,60,53,37,6,10,13,14,14,54,65,80,68,55,48,42,65,70,68,63,56,61,75,62,75,60,44,CM
M. Al Nakhli,64,77,67,75,84,67,65,62,48,67,50,47,15,11,7,11,8,56,58,72,50,65,57,45,57,59,55,64,61,78,81,59,73,55,48,LM
M. Angha,67,69,69,65,51,66,64,65,55,62,30,33,8,13,9,15,13,67,55,68,52,36,64,38,54,59,62,45,65,75,74,66,82,35,33,LB
R. Hollingshead,66,60,72,56,58,67,62,59,56,67,55,39,23,17,18,23,17,72,66,75,58,62,67,49,60,65,64,76,65,66,68,65,71,59,40,LM
A. Elmohamady,72,77,59,72,63,73,68,75,74,73,61,69,14,7,9,10,7,72,71,81,69,66,62,59,69,73,75,70,61,77,87,66,72,67,60,RB
D. Opare,71,86,81,84,79,70,65,65,64,72,60,35,6,16,11,7,10,57,68,87,63,65,67,47,64,68,67,72,68,87,79,68,65,54,37,RB 
C. McCarthy,51,48,47,34,50,33,41,27,28,29,21,29,7,13,7,8,8,46,47,71,35,32,49,33,27,44,42,40,51,57,66,53,60,28,29,CB 
A. Young,75,79,58,81,77,79,65,84,86,78,65,72,16,10,15,16,15,54,67,57,69,70,64,65,68,79,77,75,63,76,73,68,57,75,73,LM
A. Diomande,69,81,69,79,71,67,61,45,54,65,68,35,12,7,10,13,14,66,33,82,29,62,23,66,63,66,53,72,14,76,70,20,84,44,64,ST
L. Ranieri,59,62,61,58,73,43,41,49,38,68,31,41,14,8,7,8,9,54,60,61,36,34,60,44,50,57,29,33,66,64,61,71,47,39,35,LB 
A. Taylor-Sinclair,60,72,65,77,68,57,61,53,57,60,26,58,9,11,12,8,9,54,55,72,42,30,45,40,49,62,49,59,57,74,78,59,67,50,25,LB
F. de Jong,72,77,58,82,85,81,77,70,74,77,48,56,7,13,10,10,9,60,68,66,68,52,52,45,57,73,77,59,55,75,67,57,57,76,50,CDM
João Graça,65,66,62,68,70,68,57,42,45,64,45,66,7,8,12,12,8,54,65,54,64,56,44,51,57,68,68,69,51,67,72,61,61,56,48,CM 
G. Carabajal,69,68,40,72,75,66,62,59,43,75,62,36,5,11,9,14,6,39,26,55,63,73,32,41,71,65,65,63,36,72,67,30,67,75,43,LM
S. Darbion,69,48,69,65,61,75,67,73,71,69,71,67,13,10,7,13,6,67,65,61,69,73,59,59,57,70,74,77,59,60,73,62,69,69,66,LM
Sergio,77,44,34,50,48,21,48,21,20,13,11,11,77,72,75,78,80,9,15,64,39,11,9,23,12,71,37,24,13,43,33,12,62,38,11,GK 
Bruno Fernandes,78,79,62,82,79,81,80,76,81,79,65,76,12,14,15,8,14,58,68,72,77,79+3,58,66,75,75,78,83+3,62,78,76,66,69,74,78,CF
N. Powell,67,73,59,63,75,69,69,55,64,70,71,55,15,13,7,14,12,58,36,69,65,72,31,64,68,71,68,68,42,69,67,44,64,70,59,CAM
E. Ntim,61,72,52,61,69,51,58,57,31,53,22,29,14,9,7,8,13,58,58,71,52,20,59,38,23,52,55,37,61,68,64,65,68,51,25,CDM
K. Larsen,70,74,68,44,48,57,60,30,23,38,24,22,14,13,15,8,8,72,66,84,46,29,73,37,23,64,56,50,67,70,68,67,80,35,26,CB 
M. El Hankouri,66,83,60,79,82,67,65,62,74,71,47,60,9,7,11,15,8,37,35,60,63,70,31,50,57,57,63,69,40,80,64,44,42,66,59,CAM
C. Akolo,70,79,57,78,77,75,64,62,71,76,74,41,11,14,7,10,7,37,23,50,61,54,26,50,59,72,62,73,26,84,62,27,67,49,60,LM
Jean Cleber,65,59,71,64,67,60,63,51,43,59,40,45,7,14,10,7,6,60,64,63,63,33,67,45,35,60,65,65,63,62,64,66,71,47,41,CDM
N. Al Abed,76,87,75,83,80,76,68,70,66,75,70,64,11,10,10,15,9,43,36,61,69,74,41,75,69,66,73,73,40,88,80,39,61,75,63,RM
G. Achilier,72,60,68,40,52,53,54,49,36,43,18,30,15,8,13,15,9,71,74,76,37,17,72,35,28,65,51,16,70,53,68,74,81,32,21,CB 
V. Torosidis,73,65,74,65,66,70,76,74,68,68,40,40,9,14,8,9,9,68,76,66,64,71,68,50,56,72,70,77,76,71,67,76,77,50,35,LB
L. Podolski,80,79,70,69,72,78,79,75,80,78,82,75,10,9,16,9,9,65,36,71,64,81,33,83,79,76,77,92,39,77,68,39,78,78,89,RM
B. Gimber,65,55,60,55,65,53,49,37,30,45,27,24,7,16,15,7,13,63,61,65,49,31,62,25,26,59,56,38,66,51,55,68,76,30,28,CB 
K. Ehizibue,67,77,82,66,46,66,58,62,40,66,60,34,13,10,7,11,11,63,65,74,61,66,58,44,61,60,66,72,65,87,68,66,75,56,42,RM
M. Chajia,57,67,35,62,72,61,53,42,49,65,48,41,14,7,15,6,15,43,19,54,51,55,14,57,44,54,60,57,19,68,53,19,52,59,52,CF 
D. Drocco,66,74,77,75,92,73,35,68,56,66,52,66,14,14,12,7,6,52,52,81,66,59,50,60,47,67,70,54,57,61,85,50,65,61,68,CDM
W. Sobota,71,87,57,90,84,70,65,65,54,72,61,52,16,8,13,9,10,58,46,61,57,58,32,63,65,67,64,72,52,90,77,25,38,64,62,LM
H. Yılmaz,57,61,60,51,81,53,47,50,39,52,39,46,12,9,11,6,5,52,41,55,68,46,46,54,58,54,69,60,55,68,61,50,37,45,47,CM 
M. Al Sahlawi,73,74,64,70,68,69,62,58,64,70,79,53,12,9,6,14,7,69,26,75,47,67,11,81,69,77,68,69,16,67,78,12,75,63,75,ST 
R. Al Shammari,60,82,27,79,72,60,45,32,43,58,61,31,11,9,9,14,5,56,13,59,30,57,11,61,57,59,49,59,12,72,61,14,57,49,46,ST 
S. Mai,65,34,89,28,29,35,47,23,22,23,23,24,12,13,6,9,14,75,60,31,36,27,56,23,28,59,34,40,63,36,52,67,92,27,34,CB 
S. Hanca,71,79,55,83,79,76,69,71,71,65,62,56,6,9,10,9,5,61,57,65,61,49,62,60,73,69,71,70,61,76,71,66,64,66,56,CM
N. Matić,83,62,83,56,53,78,84,68,68,72,64,67,7,15,12,14,9,77,85,71,78,75,75,69,68,82,83,78,75,66,89,83,89,75,74,CDM
T. Figueroa,57,25,20,36,22,12,21,10,10,10,11,10,58,55,62,55,59,10,20,45,21,10,12,22,10,48,23,16,10,19,26,10,61,18,10,GK 
J. Ramírez,62,63,41,70,61,63,57,59,59,64,58,66,8,9,7,12,14,37,21,52,60,34,32,55,58,55,64,46,49,69,49,40,60,65,45,CAM 
R. Leeuwin,71,64,62,66,60,64,62,59,47,47,36,41,7,7,7,12,7,74,70,84,67,58,70,65,40,62,68,50,65,73,72,68,79,59,45,CDM
A. Odabas,63,69,60,56,58,53,55,21,30,25,20,35,12,9,6,7,8,56,61,83,33,22,55,40,25,60,67,31,61,74,63,65,73,31,24,LB
S. Hart,59,71,59,55,66,43,46,54,42,70,30,36,8,12,9,8,11,49,60,57,34,34,54,49,55,60,36,32,65,71,57,63,54,43,29,LM
M. Müller,60,54,55,45,43,44,53,31,28,40,23,23,12,15,8,13,16,62,56,51,45,25,56,42,27,52,46,36,59,52,34,62,81,31,27,CDM
D. González,75,85,51,86,83,73,61,67,69,80,68,33,15,15,15,14,13,56,34,73,69,66,34,67,74,71,70,70,33,86,77,51,63,69,60,LM
José Suarez,67,48,20,49,54,25,27,20,17,13,19,14,67,63,70,67,69,18,17,53,26,20,16,29,11,56,23,21,18,46,42,15,65,32,17,GK 
D. Prokop,63,77,61,77,91,71,62,46,55,72,54,45,12,5,13,11,5,50,44,77,56,52,34,43,49,55,59,53,39,74,62,40,37,60,48,CM
M. Kupczak,64,65,59,75,68,64,59,39,29,55,48,30,14,10,13,14,15,54,55,76,68,54,65,51,33,62,67,57,63,68,62,65,66,48,36,CM
M. Hallberg,67,62,65,73,73,65,66,59,65,61,48,65,15,8,8,8,6,55,63,56,67,75,47,41,59,69,67,75,55,72,79,57,65,69,72,CM
J. Bahebeck,72,75,69,76,64,72,62,74,73,75,71,75,13,9,15,11,11,65,34,66,55,71,23,65,65,71,74,76,23,73,65,21,64,68,69,ST
A. Considine,65,51,70,48,64,57,64,57,34,58,15,52,8,15,12,11,10,71,68,78,57,13,67,38,25,58,66,44,65,59,77,67,78,39,30,LB
J. Bruijn,63,66,63,74,85,69,63,55,70,60,33,60,7,8,11,12,13,32,57,73,68,55,40,45,35,60,70,48,52,51,58,60,50,65,43,CDM
A. Fallatah,62,59,64,54,63,45,35,27,26,34,35,21,5,10,9,14,7,54,61,69,35,19,58,31,26,66,55,31,62,69,64,66,68,26,27,CB 
L. Mabiala,71,42,73,36,34,58,56,40,48,51,38,37,11,12,12,13,7,77,71,64,53,50,66,63,21,65,56,46,70,34,39,70,86,64,33,CB 
A. Nouri,75,75,44,80,76,83,76,74,82,78,57,74,15,12,9,7,13,35,20,45,73,68,34,65,59,67,75,68,32,72,64,37,33,85,73,LW
S. Sørli,58,79,47,69,73,58,58,57,30,58,48,45,10,8,6,8,5,43,54,39,38,45,50,29,51,54,53,56,54,79,67,52,46,47,31,LM
N. Kalinić,81,69,70,69,58,79,78,60,64,74,85,54,9,11,9,11,7,80,42,68,48,68,22,70,90,85,72,78,28,77,79,32,78,66,80,ST 
S. Singh,54,63,45,68,73,52,57,44,41,52,48,39,14,6,12,8,8,38,41,63,53,42,39,38,48,51,58,41,44,62,53,46,40,60,43,CAM
N. Devlin,66,86,81,69,62,60,62,61,58,65,34,20,10,9,8,11,14,60,59,65,55,52,61,24,55,59,58,56,61,90,82,64,69,52,46,RM
